store_id,city,title,price,price_raw,regular_price,regular_price_raw,liquidation_price,liquidation_price_raw,sale_price,sale_price_raw,liquidation,url,image,image_path,sku,product_id,product_sku,quantity,availability,badges,price_sale_clean,price_original_clean
690,La-Plaine,"Nettoyant pour machine à fumée, 947 mL, non toxique, pour machines à fumée à base d'eau, décoration intérieure/extérieure pour l'Halloween",9.99,"9,99 $",,,9.99,"9,99 $",9.99,"9,99 $",true,https://www.canadiantire.ca/fr/pdp/nettoyant-pour-machine-a-fumee-947-ml-non-toxique-pour-machines-a-fumee-a-base-d-eau-decoration-interieure-exterieure-pour-l-halloween-8512755p.html,https://media-www.canadiantire.ca/product/seasonal-gardening/party-city-seasonal/party-city-halloween-harvest/8512755/fog-machine-cleaner-794dd606-b129-4165-a349-dc80d4d22f8c-jpgrendition.jpg?im=whresize&wid=200&hei=200,"outputs/canadiantire/690-la-plaine/images/0001-Nettoyant pour machine à fumée, 947 mL,.jpg",851-2755-6,,851-2755-6,,10 En Stock#851-2755-6,Liquidation◊Exclusivité,"9,99",
690,La-Plaine,Certified WinterTrek - Pneu cloutable pour véhicules passagers et VUM,97.99,"97,99 $",,,97.99,"97,99 $",97.99,"97,99 $",true,https://www.canadiantire.ca/fr/pdp/certified-wintertrek-pneu-cloutable-pour-vehicules-passagers-et-vum-0031702p.html,https://media-www.canadiantire.ca/product/automotive/tires/winter-tires/0031702/-155-80r13-79t-certified-wintertrek-ca853d0f-b87b-4f1d-a1bf-09102fb3ef26-jpgrendition.jpg?im=whresize&wid=200&hei=200,outputs/canadiantire/690-la-plaine/images/0002-Certified WinterTrek - Pneu cloutable po.jpg,003-1702X,,003-1702X,,,Liquidation◊Mieux notés,"97,99",
690,La-Plaine,"Latex liquide de qualité professionnelle, transparent, 1 oz, accessoire de costume à porter pour l'Halloween",2.93,"2,93 $",5.99,"Était±  5,99 $prix était 5,99 $",2.93,"2,93 $",2.93,"2,93 $",true,https://www.canadiantire.ca/fr/pdp/latex-liquide-de-qualite-professionnelle-transparent-1-oz-accessoire-de-costume-a-porter-pour-l-halloween-8510073p.html,https://media-www.canadiantire.ca/product/seasonal-gardening/party-city-seasonal/party-city-halloween-harvest/8510073/pc-liquid-latex-2aee23e7-3cfd-4588-94e2-cfff43827dec-jpgrendition.jpg?im=whresize&wid=200&hei=200,outputs/canadiantire/690-la-plaine/images/0003-Latex liquide de qualité professionnelle.jpg,851-0073-0,,851-0073-0,,,Liquidation◊,"2,93","5,99"
690,La-Plaine,"Liquide de refroidissement haute performance sans eau Evans, 1 gal",39.93,"39,93 $",79.99,"Était±  79,99 $prix était 79,99 $",39.93,"39,93 $",39.93,"39,93 $",true,https://www.canadiantire.ca/fr/pdp/liquide-de-refroidissement-haute-performance-sans-eau-evans-1-gal-0293101p.html,https://media-www.canadiantire.ca/product/automotive/auto-maintenance/auto-fluids/0293101/evans-high-performance-waterless-coolant-1gal-6a1734c6-1411-4245-8dc1-b1ccca48c952-jpgrendition.jpg?im=whresize&wid=200&hei=200,outputs/canadiantire/690-la-plaine/images/0004-Liquide de refroidissement haute perform.jpg,029-3101-6,,029-3101-6,,Il n’en reste que 1 #029-3101-6,Liquidation◊Exclusivité,"39,93","79,99"
690,La-Plaine,"Liquide de transmission automatique synthétique du fabricant d’origine pour véhicules multiples, véhicules nord-américaines, 946 mL",18.93,"18,93 $",22.99,"Était±  22,99 $prix était 22,99 $",18.93,"18,93 $",18.93,"18,93 $",true,https://www.canadiantire.ca/fr/pdp/liquide-de-transmission-automatique-synthetique-du-fabricant-d-origine-pour-vehicules-multiples-vehicules-nord-americaines-946-ml-0281548p.html,https://media-www.canadiantire.ca/product/automotive/auto-maintenance/auto-fluids/0281548/oem-synthetic-multi-vehicle-atf-domestic-946ml-3b43d1e4-4a54-4937-9c24-a3312fb3cbf0-jpgrendition.jpg?im=whresize&wid=200&hei=200,outputs/canadiantire/690-la-plaine/images/0005-Liquide de transmission automatique synt.jpg,028-1548-8,,028-1548-8,,Il n’en reste que 4 #028-1548-8,Liquidation◊Mieux notés,"18,93","22,99"
690,La-Plaine,"Détergent à lessive liquide HEX Performance, parfums variés, 32 brassées, 1,47 L",11.93,"11,93 $",17.99,"17,99 $Était   et+ prix était à partir de 17,99 $",11.93,"11,93 $",11.93,"11,93 $",true,https://www.canadiantire.ca/fr/pdp/detergent-a-lessive-liquide-hex-performance-parfums-varies-32-brassees-1-47-l-1531330p.html,https://media-www.canadiantire.ca/product/living/home-essentials/laundry-hand-dish-cleaning-solutions/1531330/hex-performance-laundry-detergent-fresh-1-47l-32-loads-609519ad-8f07-4cfe-9fae-5a58804420bb.png?im=whresize&wid=200&hei=200,outputs/canadiantire/690-la-plaine/images/0006-Détergent à lessive liquide HEX Performa.png,153-1330X,,153-1330X,,,Liquidation◊Mieux notés,"11,93","17,99"
690,La-Plaine,"Liquide de préparation Evans, 1 gal",17.93,"17,93 $",49.99,"Était±  49,99 $prix était 49,99 $",17.93,"17,93 $",17.93,"17,93 $",true,https://www.canadiantire.ca/fr/pdp/liquide-de-preparation-evans-1-gal-0293102p.html,https://media-www.canadiantire.ca/product/automotive/auto-maintenance/auto-fluids/0293102/evans-prep-fluid-1gal-5e8adf31-ac7c-40e9-9306-c6aa92e46670-jpgrendition.jpg?im=whresize&wid=200&hei=200,"outputs/canadiantire/690-la-plaine/images/0007-Liquide de préparation Evans, 1 gal.jpg",029-3102-4,,029-3102-4,,Il n’en reste que 4 #029-3102-4,Liquidation◊Mieux notés,"17,93","49,99"
690,La-Plaine,"Cartouche d'adhésif de recharge Bondic pour plastique liquide de soudage tout usage, 4 g",9.93,"9,93 $",14.99,"Était±  14,99 $prix était 14,99 $",9.93,"9,93 $",9.93,"9,93 $",true,https://www.canadiantire.ca/fr/pdp/cartouche-d-adhesif-de-recharge-bondic-pour-plastique-liquide-de-soudage-tout-usage-4-g-0671447p.html,https://media-www.canadiantire.ca/product/fixing/paint/surface-prep-maintenance/0671447/bondic-refill-cartridge-4-grams-7e86f4fd-9bbb-4c63-9301-dcf2c11d9a53-jpgrendition.jpg?im=whresize&wid=200&hei=200,outputs/canadiantire/690-la-plaine/images/0008-Cartouche d'adhésif de recharge Bondic p.jpg,067-1447-4,,067-1447-4,,Il n’en reste que 2 #067-1447-4,Liquidation◊Mieux notés,"9,93","14,99"
690,La-Plaine,Nécessaire de réparation de pompe Coleman pour lanternes et réchauds de camping à carburant liquide,14.93,"14,93 $",22.99,"Était±  22,99 $prix était 22,99 $",14.93,"14,93 $",14.93,"14,93 $",true,https://www.canadiantire.ca/fr/pdp/necessaire-de-reparation-de-pompe-coleman-pour-lanternes-et-rechauds-de-camping-a-carburant-liquide-0762336p.html,https://media-www.canadiantire.ca/product/playing/camping/camping-living/0762336/coleman-assembly-pump-fee9fed7-af69-4ecf-a5e2-e19e3a5f008f-jpgrendition.jpg?im=whresize&wid=200&hei=200,outputs/canadiantire/690-la-plaine/images/0009-Nécessaire de réparation de pompe Colema.jpg,076-2336-0,,076-2336-0,,Il n’en reste que 2 #076-2336-0,Liquidation◊Mieux notés,"14,93","22,99"
690,La-Plaine,"Revêtement antidérapant DAP Tank Bond Liquid Grip pour fixations, vis et boulons, 6 mL",4.93,"4,93 $",13.99,"Était±  13,99 $prix était 13,99 $",4.93,"4,93 $",4.93,"4,93 $",true,https://www.canadiantire.ca/fr/pdp/revetement-antiderapant-dap-tank-bond-liquid-grip-pour-fixations-vis-et-boulons-6-ml-0670057p.html,https://media-www.canadiantire.ca/product/fixing/paint/surface-prep-maintenance/0670057/dap-tank-bond-liquid-grip-74962919-e563-41c7-a786-f07ef6736345-jpgrendition.jpg?im=whresize&wid=200&hei=200,outputs/canadiantire/690-la-plaine/images/0010-Revêtement antidérapant DAP Tank Bond Li.jpg,067-0057-8,,067-0057-8,,Il n’en reste que 3 #067-0057-8,Liquidation◊,"4,93","13,99"
